BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
15450240,1655616981,0.536116184,1,1,1,1,66,782,74,2,84,1611,3815,53,1
15377195,1524145611,0,0,0,0,1,95,3634,57,3,101,1406,1910,60,0
6410232,1531197213,0,1,0,0,0,30,1271,34,2,98,1628,2636,24,0
15450240,1652986933,0,1,1,0,1,64,2528,60,1,79,1436,2747,55,1
15450240,1524145611,0.526132789,1,1,1,1,121,2065,50,2,94,1667,1857,48,1
5961673,1530241238,0,1,0,0,1,47,1433,58,2,109,1517,3176,53,0
15450240,1570737383,0.455944679,1,1,0,1,65,1643,49,3,85,2727,1570,32,1
5986815,1524145611,0.008088701,1,0,0,0,117,2403,47,1,50,1561,4856,28,0
6287387,1524145611,0,1,0,0,1,33,1603,33,1,101,1402,2677,51,0
15450240,1632526972,0.494655579,1,1,1,1,189,1474,84,1,83,1602,5198,52,1
6198077,1577375332,0,1,0,0,0,34,1725,73,2,79,971,2177,25,0
15450240,1527077543,0,1,1,0,1,92,3566,70,2,88,1458,3130,24,1
15450240,1655923593,0.010968745,1,0,0,1,64,3079,32,3,105,1647,4048,57,1
15450240,1660414411,0.520958432,1,1,1,1,124,1599,56,1,34,1770,5923,60,1
5468684,1524145611,0,1,0,0,1,30,880,63,2,30,1276,3225,22,0
6596411,1524145611,0.014218966,1,0,0,1,47,1563,78,3,55,1501,1793,0,0
5930708,1561371498,0,1,0,0,0,114,2581,67,3,100,2116,2590,29,0
7528945,1661999151,0,1,1,0,1,40,828,30,3,85,1023,3298,55,1
5669725,1524145611,0.002244586,1,0,0,1,46,972,45,3,49,1432,2732,28,0
15450240,1661999151,0,1,0,0,1,70,1632,7,2,111,2797,2506,51,1
6647922,1529374179,0,1,0,0,1,44,1899,54,2,56,1445,4116,29,0
6101008,1661999151,0.439531446,1,0,1,1,99,1475,64,2,38,1302,4067,30,1
15450240,1661999151,0.507182636,1,1,1,1,119,1628,30,3,81,1894,4858,51,1
14957187,1637132098,0.435394459,1,1,1,1,111,1640,84,1,76,1421,3223,58,1
15450240,1642794852,0.53634642,1,1,1,1,109,3850,66,1,72,1350,5755,48,1
5925926,1524145611,0,1,0,0,0,46,1445,47,2,58,1305,1598,0,0
15450240,1661999151,0.51424904,1,1,1,1,115,3850,32,1,92,1595,6533,55,1
6157746,1524434650,0.004644361,1,0,0,0,107,1536,75,1,55,1487,3423,0,0
10545700,1524145611,0,1,0,0,1,76,1099,59,2,104,1509,1293,24,1
15450240,1650652478,0.478466088,1,1,1,1,95,3675,63,1,120,2499,4110,58,1
5748644,1525615258,0.464860581,1,0,0,1,30,3850,79,2,74,1483,5056,54,0
15450240,1654005267,0.434746816,1,1,0,1,44,2868,83,1,49,3018,6402,59,1
5991811,1525753256,0.537979797,1,0,0,0,61,1016,55,1,35,1621,2465,29,0
15450240,1647313731,0.590265051,1,1,0,1,48,2319,40,1,41,1251,4369,28,1
15450240,1661999151,0.485649708,1,1,1,1,46,2116,59,3,86,1723,3250,59,1
15450240,1653077020,0.51304089,1,1,0,0,50,2268,79,1,112,1641,5564,53,0
5468684,1524145611,0,0,0,0,0,97,2511,63,3,112,1567,5882,0,0
15450240,1527877039,0,1,1,1,1,30,1351,22,1,85,1803,2603,55,0
5497507,1524145611,0,1,0,0,1,37,1791,74,3,76,944,2189,0,0
6029832,1526035855,0,1,0,0,0,39,1623,38,1,65,1665,2363,26,0
14793192,1647666248,0.470156269,1,1,1,1,114,1616,84,1,246,2742,3981,57,1
5884636,1524145611,0,1,0,0,0,40,3850,43,2,78,1586,3497,4,0
15450240,1650928437,0.496669046,1,1,1,1,108,2705,80,1,85,1785,5577,57,1
15450240,1641433100,0.532042009,1,1,1,1,45,1790,56,3,89,1560,4735,63,1
15450240,1641012591,0.478303796,1,1,1,1,68,1195,53,1,260,1635,4337,55,1
5468684,1524198164,0.00723758,1,0,1,1,30,1304,19,2,81,1539,2476,28,0
5468684,1524153153,0,0,0,0,1,44,2145,76,2,68,1465,1935,26,0
15450240,1651704868,0.430973249,1,1,1,1,122,2019,27,1,123,3147,2878,55,1
6281359,1524145611,0,1,0,0,1,30,3403,78,2,146,1628,2367,29,0
5888581,1524145611,0,1,1,1,1,66,1597,22,1,50,1650,5602,26,0
5468684,1524145611,0,1,0,0,1,36,1419,26,2,107,1455,2864,27,0
6242328,1527856641,0,1,0,0,1,36,1172,55,2,85,1686,3662,29,0
6028397,1612950763,0.467474812,0,0,0,1,41,2848,29,2,87,1716,4427,30,0
15450240,1531277375,0.494397981,1,0,1,1,40,1530,43,1,251,1434,3013,56,1
5505215,1524145611,0,1,0,0,1,36,813,40,2,53,1404,4911,0,0
12226541,1524145611,0.495099001,1,0,1,0,102,2611,77,1,77,1404,2870,56,0
5468684,1524145611,0,0,0,0,1,43,1337,62,1,60,1573,3759,28,0
6132593,1524145611,0.019105177,1,0,0,1,38,1668,84,2,68,1618,3199,23,0
6385647,1530647020,0.026704392,0,0,0,1,39,1385,56,2,87,1514,2240,27,0
15450240,1649639973,0.535769026,1,1,1,1,109,2867,53,1,111,3162,5680,54,1
15450240,1652498136,0.413125485,1,1,1,1,42,1478,81,1,93,2634,5636,26,1
5912397,1661999151,0.001469582,0,0,0,1,37,1645,63,1,84,1346,3560,53,0
15450240,1653324853,0.492469653,1,1,1,1,96,1694,72,1,81,1386,1659,0,1
15450240,1661519797,0.495358682,1,1,1,1,35,1670,70,1,152,1502,2574,51,1
5812422,1643447406,0,1,1,1,1,45,1655,71,1,75,1694,2729,5,1
6304898,1527070588,0.006060359,1,0,0,0,39,1369,63,3,92,1167,1166,0,0
5767540,1649393623,0,1,0,1,1,44,1758,54,3,34,1275,4302,30,0
15450240,1658500061,0.47955725,1,1,1,1,65,2628,57,1,95,1470,5304,53,1
13937987,1524560513,0,1,0,0,0,47,1679,83,1,100,1557,3358,0,0
15450240,1661325196,0.510677728,0,1,0,1,44,954,80,3,68,1113,3005,25,1
14465546,1643812020,0.000821677,1,1,1,1,44,1644,88,3,70,1377,4796,50,0
15450240,1638243380,0.541454238,1,1,1,1,115,2426,70,1,155,2943,4852,54,1
5468684,1524145611,0,1,0,0,0,55,1038,27,2,30,1264,944,3,0
5770628,1524145611,0,0,0,0,1,38,1499,16,1,75,1112,921,24,0
15450240,1661999151,0.474096224,1,1,1,1,103,939,45,1,119,1362,3546,57,0
15450240,1647708347,0.469672431,1,1,1,1,189,1833,68,3,107,3207,5985,55,1
5961275,1554385128,0,1,0,0,1,33,1614,9,1,56,1561,3015,30,0
15450240,1661999151,0.499210722,1,1,1,1,79,2489,43,1,95,2744,6600,59,1
5468684,1524145611,0.000348811,1,0,0,1,41,1017,68,2,78,1382,2391,27,0
5590425,1524145611,0,1,0,0,1,37,1620,55,2,45,1296,1386,30,0
15450240,1526401651,0.529114575,1,1,1,1,75,1328,47,3,65,1289,1883,26,1
15450240,1658613267,0.456301572,1,1,1,1,52,3675,66,3,59,1321,5052,25,1
6330506,1524145611,0.014262724,1,0,0,0,100,965,23,2,36,2909,1622,29,0
6251463,1526904868,0.020350406,1,0,0,0,39,1425,60,2,101,1261,921,30,0
6187223,1524145611,0,1,0,0,1,30,3850,39,1,105,1194,4008,0,0
5468684,1524145611,0,1,0,0,1,38,846,79,2,54,1618,2044,24,0
6442562,1648865399,0,1,0,1,1,30,1508,52,2,96,1482,4758,54,1
5468684,1524145611,0,1,1,1,1,65,837,24,1,98,1521,3399,0,1
5812509,1524906993,0,1,0,0,1,49,1577,59,3,85,1620,6087,22,0
15450240,1652229465,0.446204604,1,1,1,1,95,3850,74,3,94,1611,3984,52,1
15450240,1649476078,0.508150261,1,1,1,1,120,1150,69,1,47,2983,4481,54,1
6438829,1524145611,0,1,0,0,0,48,1691,55,2,92,1594,2472,27,0
6113162,1524145611,0,1,0,0,1,64,892,68,3,125,1596,3967,55,0
5468684,1524145611,0,0,0,0,1,37,1488,56,2,95,1201,2170,27,0
14307261,1529722489,0,0,0,0,1,62,1686,43,2,60,1451,3313,30,0
15450240,1661999151,0.431580215,1,1,1,1,72,2258,80,1,130,3365,7656,54,1
5590022,1524145611,0,1,0,0,1,41,1552,68,2,34,1713,1523,0,0
15386414,1524145611,0.004926304,1,0,0,0,60,1494,72,2,210,1758,5522,31,0
5687925,1524145611,0,1,0,0,0,44,1612,23,2,100,3030,3114,57,0
6009023,1524145611,0,1,0,0,1,38,952,29,2,107,1550,2552,23,0
5668357,1526820436,0.008899964,1,0,0,0,30,998,29,2,94,2547,1785,25,0
15450240,1529069120,0,0,0,0,1,46,918,41,1,79,1570,1669,24,0
15450240,1524145611,0.50471035,1,1,1,1,33,2589,56,3,103,2799,5001,0,1
5720890,1524868590,0.546086905,1,1,1,1,46,2500,79,2,191,2427,4674,54,1
5754273,1524145611,0,1,0,0,0,59,1657,40,2,33,1550,974,23,0
5521141,1524145611,0,1,0,0,1,38,2331,60,2,57,2251,2022,28,0
5469099,1524145611,0,1,0,0,1,47,1133,57,2,37,1371,2867,27,0
15450240,1661999151,0.505656832,1,1,1,1,53,2572,34,3,54,1289,2773,24,1
6336445,1531156480,0,1,0,0,1,33,1630,59,1,30,1411,2745,25,0
6252758,1525198073,0,1,0,0,1,42,1494,57,2,107,1551,2596,26,0
5719601,1524145611,0.010499525,1,1,0,1,35,1698,71,2,69,1215,1558,29,0
15450240,1661999151,0,1,0,0,1,38,2271,81,3,109,1532,5938,57,0
6149450,1524145611,0,1,0,1,1,63,1054,67,1,89,1383,3052,30,1
15450240,1636703278,0.420338573,1,1,1,1,46,1627,71,1,73,2596,4111,58,1
5853517,1661999151,0,1,0,0,1,107,1678,62,1,96,2721,4479,24,0
15172490,1651927098,0.52755611,1,1,1,1,95,3242,67,1,80,1318,5134,51,1
5706782,1524145611,0,1,1,0,1,65,2281,36,2,73,2388,1768,26,0
6276235,1525019851,0,1,0,0,1,52,1079,33,2,88,1465,1165,0,0
5585761,1524145611,0,1,0,0,0,30,1537,47,2,30,1617,2124,0,0
5829659,1524366448,0,0,0,0,1,40,1630,74,2,73,1636,2491,28,0
15450240,1524145611,0,0,0,0,1,111,2546,57,1,99,1442,5488,24,0
5497857,1527953547,0,0,0,0,1,54,2015,65,1,45,3139,3813,25,0
15450240,1661999151,0.457429634,1,1,1,0,50,3313,75,2,57,1560,3142,56,1
15450240,1661999151,0.488811228,1,1,1,1,189,2167,87,1,111,1802,3969,57,1
5468684,1524145611,0,0,0,0,1,44,1510,418,1,51,1558,2035,27,0
14938297,1524145611,0,0,0,0,1,30,1625,72,2,78,1233,4661,58,0
5840923,1524145611,0,1,0,0,1,41,2937,64,1,121,1686,3933,31,1
5468684,1525757904,0.020059241,0,0,0,1,38,1638,49,1,102,1259,3828,25,0
5972866,1524963103,0,1,0,0,0,44,1122,56,2,69,1434,2572,30,0
6404051,1525110361,0.475789259,1,1,1,1,41,3850,72,3,75,1325,4175,1,1
15450240,1661999151,0,1,1,0,1,38,1643,50,1,92,1527,5988,26,1
5553821,1524145611,0,1,0,0,1,61,1429,26,1,77,1457,2551,26,0
6124661,1532116312,0,1,0,0,1,37,1693,47,2,30,1603,3864,26,0
15450240,1656561703,0.478373443,1,1,1,1,89,1039,58,1,67,1390,4107,56,1
15450240,1651428135,0.474377629,1,1,1,1,46,2751,410,1,153,1755,3804,60,1
15450240,1589994618,0.499117607,0,0,0,1,38,972,26,3,46,1662,4482,55,0
5484898,1524145611,0,1,0,0,1,61,1527,30,2,57,1766,4103,28,0
15450240,1645373719,0.424571067,0,0,0,1,115,1072,74,3,69,1713,5610,51,1
6055044,1528326828,0.022881542,0,0,0,1,49,1601,54,2,87,1788,3126,26,0
6527184,1661999151,0,1,0,0,1,36,1647,14,2,115,1524,2877,6,0
15450240,1639032525,0.505959221,1,1,1,1,89,932,32,1,93,1687,5796,52,1
15450240,1526934675,0.491722432,1,1,0,1,36,1251,48,1,114,1433,3103,52,1
15450240,1568921835,0,1,1,0,1,56,1103,69,2,34,1240,2024,53,1
15450240,1647238199,0.446165671,1,1,1,1,114,1437,44,1,104,2416,4600,22,1
5468684,1659688006,0.499719837,1,1,1,1,68,910,37,3,82,1515,2190,28,0
6401336,1524145611,0,1,0,0,1,50,1613,37,1,212,1439,2795,25,0
15450240,1642737865,0.525722847,1,1,1,1,57,1214,53,1,121,1765,2999,59,1
5504124,1528264593,0,1,0,0,1,47,1035,28,3,56,1568,3547,27,0
15450240,1661736351,0.548467827,1,1,1,1,47,1372,77,1,81,1591,3372,26,1
14290309,1574075121,0,0,0,0,0,43,3843,83,1,88,1598,3580,0,0
6495147,1528687111,0,1,0,0,1,34,1072,65,2,111,2068,3791,26,0
15450240,1536210525,0.439497606,1,1,1,1,131,1245,38,1,31,1640,5625,28,1
15450240,1645159134,0.456455846,1,1,1,1,106,1790,60,1,183,1848,6257,56,1
13294983,1661999151,0,1,0,0,0,70,1570,33,1,63,1806,3243,58,0
15450240,1653667275,0.470532384,1,1,1,1,36,2727,60,1,87,2891,4532,58,1
6385745,1525810571,0,0,0,0,1,30,1605,68,1,111,1564,2540,26,0
6115051,1525372888,0,1,0,0,0,30,1781,47,1,58,1318,1702,0,0
5555923,1661999151,0.494636942,1,1,1,1,37,3850,88,3,68,1885,5467,57,1
15450240,1655661979,0.438521271,1,1,1,1,50,1649,84,1,45,1614,1865,53,1
15450240,1630187720,0.428506964,1,1,1,1,117,2589,41,3,145,2968,4115,56,1
5756340,1524145611,0,1,0,0,1,71,1274,66,2,95,1391,1701,0,0
15421106,1661241960,0.483226029,1,1,1,1,102,859,65,1,95,1573,2408,55,1
14236073,1660573816,0.415564595,1,1,1,1,112,1350,57,1,83,1787,6278,53,1
15450240,1661999151,0.467217815,1,1,1,1,118,1832,30,1,78,3098,6651,51,1
15450240,1654014631,0.437179272,1,1,1,1,106,1037,75,1,116,1759,6844,57,1
6392494,1527034025,0.037861561,1,0,0,0,116,1759,52,2,84,2453,3293,0,0
5918460,1524145611,0,1,0,0,1,34,1076,49,2,69,1216,2774,25,0
15450240,1660450988,0.46942291,1,1,1,1,102,3850,46,1,56,1582,4156,29,1
15450240,1661999151,0.511463457,1,1,1,1,42,1534,60,3,75,1301,4130,56,1
15450240,1651851176,0.493831332,1,1,1,1,126,3850,33,1,213,1550,4642,58,1
5753649,1524145611,0,1,0,0,0,45,1057,33,1,70,1497,1817,27,0
5903997,1524145611,0,0,0,0,1,38,936,53,3,89,1681,4227,23,0
6244203,1524885133,0.007521427,1,0,0,0,61,1685,28,1,90,1067,2717,30,0
14942240,1643350578,0.476572208,1,1,1,1,87,1135,15,1,93,1216,1574,58,1
6615054,1524145611,0.007784724,1,0,0,1,40,1766,25,1,108,1689,3075,28,0
15450240,1655740093,0.508833142,1,1,1,1,118,2556,58,3,78,1299,3238,60,1
6327836,1524145611,0.010788421,1,0,0,1,55,1669,63,2,30,1390,2456,0,0
15450240,1643754114,0.515439947,1,1,1,1,122,1656,81,1,154,2790,4729,51,1
5894481,1525737254,0,1,0,0,1,189,1629,68,2,85,1449,2548,28,0
15450240,1654801471,0,0,0,0,1,106,2206,70,1,83,1460,3821,53,0
15450240,1661999151,0.534006842,1,1,1,1,107,1013,45,1,100,3240,6633,57,1
5468684,1524221631,0,0,0,0,1,64,1507,78,3,60,1487,2407,26,0
10842969,1661999151,0,1,0,0,1,37,800,81,1,162,1436,2834,23,0
5468684,1524145611,0,1,0,1,1,38,1406,31,1,30,1714,3450,28,0
15450240,1548596341,0.436140913,1,1,1,1,48,1738,64,2,96,1577,2101,51,1
15450240,1654902692,0.504595778,1,0,0,1,109,1341,76,1,107,1177,4138,52,1
15057298,1524145611,0,1,0,0,1,45,1472,71,2,84,1698,4201,29,0
15450240,1629960585,0,1,1,1,1,136,1620,43,2,53,3166,5269,29,1
15238117,1661999151,0.48038475,1,1,1,1,79,1503,80,3,87,1288,4410,57,1
5895602,1525135733,0,1,0,0,1,67,963,60,1,73,1620,3422,0,1
15450240,1647857513,0,1,1,0,1,48,1734,69,1,73,1178,4013,53,1
5509671,1524145611,0,1,0,0,1,81,868,43,1,69,1508,1014,26,0
15450240,1659198447,0.464205272,1,1,1,1,104,3471,59,1,46,1761,4183,53,1
6031504,1524145611,0,1,0,0,1,41,1394,36,2,90,1581,3324,29,0
6072463,1524565674,0,1,0,1,1,50,3745,67,3,83,2804,3634,0,0
15450240,1547828499,0,1,1,1,1,43,1073,53,3,105,2599,3810,54,0
15392386,1637494544,0.43567673,1,1,1,1,47,924,75,1,83,1562,4832,54,1
5468684,1524145611,0,0,0,0,1,31,964,89,2,102,1386,6711,54,0
5537169,1524849641,0.004600148,1,0,0,1,67,1688,26,1,114,1333,1868,25,1
5777909,1639443503,0,0,0,0,1,40,2308,64,1,99,1290,4247,60,0
15296025,1524145611,0.531333384,1,0,0,1,44,1092,58,3,100,1699,4636,53,1
15450240,1655591702,0.604239527,1,1,1,1,117,3015,76,1,132,2982,6513,56,1
15450240,1654413776,0.503026715,1,1,1,1,40,2227,56,2,97,2452,3504,55,1
15450240,1658867894,0.546911028,1,1,1,1,124,1809,30,1,105,1211,4321,60,1
5623818,1524145611,0,1,0,0,0,116,1695,79,1,41,1328,1770,56,0
15450240,1524145611,0,1,0,0,1,68,1108,34,1,38,1296,1925,56,0
6066963,1524145611,0,1,0,0,0,45,1039,73,2,90,1363,2372,0,0
15013636,1661999151,0.448627189,1,1,1,1,118,2231,24,1,52,2728,4602,55,1
15450240,1661999151,0.53588682,1,1,1,1,50,1621,72,1,111,3360,6923,55,1
5557989,1606457128,0,1,0,0,1,63,3825,44,1,89,2672,2689,1,0
15450240,1524145611,0,1,0,0,1,65,2231,65,1,87,1766,6267,30,1
5984467,1527560776,0,0,0,0,1,38,1027,67,1,49,1459,3097,27,0
15450240,1654952324,0.484072698,1,1,1,1,104,1461,78,1,159,2904,3935,51,1
14453108,1593518527,0,1,0,0,1,38,1057,74,1,47,1673,3840,25,0
5871763,1524145611,0,1,0,0,1,40,1237,82,1,94,1332,2872,24,0
15450240,1529267019,0,1,1,1,1,40,1500,44,3,50,1447,1269,59,1
6071243,1524145611,0,1,1,1,1,34,1011,69,3,107,1653,4741,53,1
5468684,1524145611,0,1,0,0,1,35,1666,52,2,91,1312,4306,0,0
5549690,1524145611,0,1,0,0,1,60,1026,69,2,88,1711,2945,0,0
15450240,1652280353,0.506130084,1,1,1,1,121,1303,82,3,72,1462,2351,0,1
5689881,1524145611,0,1,0,0,1,68,1310,80,3,39,1225,1860,58,0
15450240,1661999151,0.437140989,1,1,1,1,157,1456,76,1,36,1767,2510,52,1
6214368,1524145611,0,1,0,0,0,68,1854,33,2,77,1535,2434,32,0
6166426,1524145611,0,1,0,0,1,33,1043,63,1,89,1605,2794,27,0
6128498,1524145611,0,1,0,0,1,46,1539,61,3,96,1525,4245,55,0
11210342,1650314787,0.545230637,1,1,1,1,42,2449,83,1,57,1279,5298,56,0
6302758,1524512400,0,1,0,0,0,43,2563,50,1,91,3027,2570,56,0
12807973,1524145611,0,1,0,0,0,57,2565,70,1,73,1335,1464,0,0
14852464,1660164415,0.517037296,1,1,1,1,115,2922,79,1,109,1386,2982,53,1
5787378,1524201683,0,0,1,0,1,31,1554,53,2,42,1557,3448,0,0
15450240,1569118986,0.477446724,1,0,0,0,189,1527,55,1,77,1261,4222,58,0
5962369,1524145611,0.007814524,1,0,0,1,60,1666,84,1,76,1553,2793,0,1
9600581,1524145611,0.466775949,1,0,0,0,39,1256,79,1,90,1774,3065,0,0
5588928,1524145611,0,1,0,1,1,30,1055,55,2,56,1575,1711,0,0
15450240,1648864326,0.452107209,1,1,1,1,86,1445,73,1,44,2948,4205,53,1
15450240,1661999151,0.49528174,1,1,1,1,108,1547,25,1,78,2771,5421,54,1
6204333,1524145611,0,1,0,0,1,62,1609,69,2,61,1552,1359,27,1
12297987,1524145611,0.517556294,1,0,0,1,38,1619,56,1,89,2274,2252,30,0
15450240,1661999151,0.453963674,1,0,0,1,31,3253,70,3,145,1510,4538,53,1
14893523,1653742750,0.478939232,1,1,1,1,75,1771,74,3,161,1296,4302,49,1
15450240,1657509352,0.554905022,1,1,1,1,45,1440,71,3,114,1785,3924,49,1
6301211,1536099458,0,1,0,0,0,48,1004,50,2,77,1822,3711,27,0
5742840,1524145611,0,1,1,0,1,30,1017,53,2,30,1202,2689,0,0
15450240,1648347903,0.414405363,1,0,0,1,40,2577,81,1,102,1461,2675,25,1
6297032,1524145611,0.027679219,1,0,0,0,59,1313,35,2,94,1723,3758,29,0
15450240,1650907933,0.470685158,1,1,1,1,72,2709,74,1,106,1791,7237,56,1
6010532,1524145611,0.016280949,1,1,0,1,52,1211,42,1,86,1557,1899,0,0
5958392,1654150638,0.48740273,0,0,0,1,50,1111,71,2,71,1703,1615,29,0
15450240,1653924117,0.596056697,1,1,1,1,46,1748,45,1,88,1266,2584,61,1
5623988,1524145611,0,0,0,0,1,44,1008,53,2,58,1277,2108,29,0
6279166,1530820857,0,1,1,1,1,98,1495,15,2,83,2516,3123,58,1
5751828,1524145611,0,1,0,0,1,44,1591,40,1,99,1543,3671,54,0
15450240,1661999151,0.513561711,1,1,1,1,106,2475,31,2,75,1400,3174,53,1
5657069,1524145611,0.496971063,1,0,0,1,31,1789,57,3,84,1514,3272,26,0
15450240,1655989075,0.515629431,1,1,1,1,121,1164,68,1,30,1511,3550,51,1
6024761,1531380664,0,0,0,0,1,44,1020,71,1,44,1373,5045,52,0
14725287,1661999151,0.541644158,1,1,1,1,189,2717,73,2,60,1732,5529,52,1
6584572,1529514431,0,1,0,0,1,54,1047,69,2,53,1571,1804,0,0
10845852,1524171501,0,0,0,0,1,44,1026,56,2,30,1547,4035,33,0
5848380,1529311233,0,1,0,0,0,62,1606,61,2,48,1623,2951,23,0
15121655,1642900690,0.431065559,1,1,1,1,124,2224,54,1,77,1692,4548,56,1
15450240,1641576637,0.485505013,1,1,1,1,42,2219,74,1,30,2944,6063,49,1
5493153,1524145611,0,1,0,0,1,66,928,73,2,57,1223,1442,51,0
5499337,1524560892,0,0,0,0,1,39,1623,2,2,67,1481,1781,0,0
15450240,1595744979,0,0,0,0,1,65,792,79,2,165,1665,3190,0,0
5689460,1524145611,0,1,0,0,1,65,1685,90,2,46,1700,3177,24,0
15450240,1525591677,0.473938645,1,1,1,0,89,1068,54,2,130,1231,3623,50,1
6066119,1524145611,0.527414457,1,1,1,0,44,1035,67,1,99,1556,5189,53,0
15450240,1661999151,0.536843466,0,0,1,1,42,1032,56,1,114,2361,3023,29,1
15450240,1661999151,0.452248708,1,1,1,1,109,1616,47,1,92,1596,4072,55,1
15450240,1639042697,0,1,0,1,0,44,1566,46,3,105,1545,1739,64,0
15143784,1661999151,0.412270283,0,0,0,1,66,1336,62,3,81,1413,3637,50,0
6193687,1524145611,0.007436546,1,0,0,0,44,919,55,2,90,1472,3399,26,0
6383959,1524145611,0,1,0,0,1,47,978,73,2,88,1422,3600,0,1
12318261,1524145611,0,1,1,0,1,38,1323,62,2,126,1430,2901,50,0
5678744,1524145611,0,1,0,0,1,46,1703,20,3,107,1670,5277,0,0
15450240,1653410316,0.4619,1,1,1,1,129,1425,53,1,145,1688,6461,53,1
15450240,1661999151,0.524725446,1,1,1,1,114,1821,44,1,101,1352,3425,54,1
15450240,1613083428,0.0115323,1,1,1,1,46,3850,60,1,70,1458,5904,62,1
5993573,1528050981,0,1,0,0,1,42,1552,75,1,66,1037,1738,21,0
5468684,1524145611,0.00123613,1,0,0,0,30,1536,50,2,102,1787,3596,32,0
6560555,1524145611,0.005596668,1,0,0,1,30,952,51,1,56,1443,2838,0,0
15450240,1528264677,0,1,0,0,1,66,1397,25,2,55,1556,3785,0,0
15450240,1650737590,0.507392248,1,0,0,1,116,1491,37,1,94,1444,3000,27,1
15450240,1650245605,0.430657994,1,1,1,1,96,2317,86,1,105,3146,6543,57,1
15450240,1524145611,0.4914551,1,1,0,1,71,1601,76,1,37,1395,2918,24,0
5468684,1609039677,0,1,1,0,1,49,3850,22,1,98,1272,1986,55,0
15450240,1648982182,0.459056912,1,1,1,1,65,1956,60,1,175,2623,1126,56,1
15450240,1653542237,0.520266966,1,0,1,1,66,2932,65,1,107,2418,6365,64,1
14132560,1524145611,0,1,1,0,0,35,3850,72,1,93,2534,2810,27,0
6110613,1524145611,0.025036706,1,1,0,1,57,1198,55,1,80,1011,921,56,1
5468684,1524145611,0,1,0,0,0,41,1651,32,3,83,1505,1816,24,0
5705130,1642783320,0,1,0,1,1,39,994,69,1,92,1451,2502,26,0
5468684,1530513579,0,1,0,0,0,43,1629,43,3,84,1484,3349,0,0
5954754,1524145611,0,1,1,0,1,46,1573,418,2,95,1372,2595,24,0
6025314,1524145611,0,1,0,0,1,47,1605,70,2,95,1533,3019,28,0
6180170,1524145611,0,1,0,0,1,70,1038,77,2,94,2408,5680,50,0
15450240,1644976243,0.456192071,1,1,1,1,41,2447,59,1,113,2886,6005,55,1
5468684,1525996942,0.009745793,1,0,0,1,34,1455,9,2,82,1370,2272,30,0
5918206,1524145611,0,1,0,0,0,35,984,61,2,109,1574,3085,25,0
5901579,1590677548,0,1,0,0,1,44,1564,17,1,74,1414,2002,65,0
5694112,1524145611,0,0,0,0,1,43,1089,50,2,107,1594,1312,27,0
5890362,1524145611,0,1,0,0,1,65,1497,80,2,65,1644,2599,0,0
5468684,1524145611,0.027993389,0,0,0,1,66,1061,41,1,83,2296,1842,0,0
5871000,1524145611,0,1,0,0,1,46,1560,42,3,102,1370,2480,34,0
5647003,1651263274,0.019676904,1,1,0,1,40,915,67,1,30,1115,2866,55,1
6052321,1552061986,0,1,0,1,1,62,1514,62,1,55,1554,2570,26,1
15450240,1660136773,0,1,1,1,1,41,1282,60,1,171,1449,1942,53,1
5924283,1530451312,0,1,0,0,0,40,660,69,1,90,1429,3144,50,0
15450240,1524145611,0,1,0,0,1,62,1223,46,3,135,1669,3715,24,0
6346190,1524145611,0.008772316,1,0,0,0,104,1738,78,2,88,1254,2049,27,0
6222630,1611908444,0,1,0,0,1,34,1757,24,1,126,1709,3231,0,0
15279104,1524145611,0,1,1,1,1,30,1393,30,1,92,1345,1625,1,1
15450240,1661999151,0.478727133,1,1,1,1,67,1643,26,1,106,1694,4164,56,0
6094297,1524145611,0,1,0,1,1,112,1630,71,3,83,1785,2173,0,0
5731082,1629630782,0,1,0,0,0,71,1365,26,2,91,1587,2392,22,0
15450240,1641290411,0.466230249,1,1,1,1,47,1055,55,1,87,2048,5696,27,1
15450240,1529113347,0.510277471,1,0,0,1,41,1486,76,2,103,1601,5365,0,0
15450240,1638427304,0.520914839,1,1,1,1,96,2524,84,1,49,2724,4125,56,1
5468684,1656687376,0,1,0,1,1,103,1033,13,1,30,1302,2667,31,1
15450240,1656340653,0.525165587,1,1,1,1,112,2759,63,1,109,1700,4578,56,1
5843863,1527931238,0,1,0,0,0,69,2024,50,2,85,1436,1935,27,0
15450240,1661999151,0,1,1,0,1,45,1758,19,2,82,2953,3745,27,1
15450240,1650407237,0.461201939,1,1,1,1,189,2705,91,1,110,1722,6083,52,1
5843646,1661999151,0.485697819,1,1,1,1,47,1072,77,1,56,1331,3745,52,1
15450240,1652783998,0.513642044,1,1,1,1,89,982,52,1,96,1533,5245,59,1
15450240,1652236834,0,1,1,1,1,69,2369,66,1,104,1780,5351,23,0
15450240,1649339454,0.525867462,1,1,1,1,43,2275,75,1,102,3248,3685,58,1
5681381,1524145611,0,0,0,0,1,54,981,69,2,83,1432,1262,0,0
15450240,1647385492,0.582594981,1,1,0,1,70,1106,34,1,118,2681,3399,57,1
6433160,1593979039,0.014004116,1,0,0,1,42,2644,44,1,86,1391,2345,27,0
